spot_id,SPOT_REGION,SPOT_COUNTRY,Spot_Name,description,SPOT_TYPE,Longitude,Latitude,GoogleEarth_Link,Active,SPOT_FLAG,country_id,region_id,SESSION_SPOT,Class_ID,Long,Lat,date_add,NRSessions
1302,-,Sweden,Vastra Styran,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Vastra Styran,+Sweden",1,SE,233,299,Vastra Styran - Sweden,23,16.5779676,59.590935,2013-05-20 12:44:28.527,2
1303,-,United States,"Chinook County Park, WA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Chinook County Park, WA,+United States",1,US,269,299,"Chinook County Park, WA - United States",23,NULL,NULL,2013-05-20 12:44:28.527,20
1305,-,Sweden,Lilla Vartan,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lilla Vartan,+Sweden",1,SE,233,299,Lilla Vartan - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,4
1306,-,Russia,Serpukhov Oka zatoka 2*0.8,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Serpukhov Oka zatoka 2*0.8,+Russia",1,RU,227,299,Serpukhov Oka zatoka 2*0.8 - Russia,23,NULL,NULL,2013-05-20 12:44:28.527,12
1307,-,Australia,"Lake Illawarra, NSW",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lake Illawarra, NSW,+Australia",1,AU,53,299,"Lake Illawarra, NSW - Australia",23,148.1683045,-35.47218949,2013-05-20 12:44:28.527,162
1308,-,Sweden,"Gudingen, Vastervik",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Gudingen, Vastervik,+Sweden",1,SE,233,299,"Gudingen, Vastervik - Sweden",23,16.6339774,57.80412875,2013-05-20 12:44:28.527,2
1309,-,Sweden,"Skalaker, Stockholm",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Skalaker, Stockholm,+Sweden",1,SE,233,299,"Skalaker, Stockholm - Sweden",23,18.32984599,59.10020201,2013-05-20 12:44:28.527,119
1310,-,Greece,Myconos- Kalafati,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Myconos- Kalafati,+Greece",1,GR,126,299,Myconos- Kalafati - Greece,23,25.43285719,37.43939482,2013-05-20 12:44:28.527,25
1311,-,Germany,Listertalsperre,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Listertalsperre,+Germany",1,DE,96,299,Listertalsperre - Germany,23,7.8234138,51.08403615,2013-05-20 12:44:28.527,4
1312,-,Germany,Krombachtalsperre,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Krombachtalsperre,+Germany",1,DE,96,299,Krombachtalsperre - Germany,23,8.1381998,50.6185662,2013-05-20 12:44:28.527,1
1314,-,Sweden,Uddevalla Sunningen,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Uddevalla Sunningen,+Sweden",1,SE,233,299,Uddevalla Sunningen - Sweden,23,11.85210727,58.32691855,2013-05-20 12:44:28.527,103
1315,-,United Kingdom,The Bluff,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=The Bluff,+United Kingdom",1,UK,268,299,The Bluff - United Kingdom,23,NULL,NULL,2013-05-20 12:44:28.527,19
1316,-,United States,"Silver Lake, WI",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Silver Lake, WI,+United States",1,US,269,299,"Silver Lake, WI - United States",23,NULL,NULL,2013-05-20 12:44:28.527,1
1318,-,United States,"Lake Geneva, WI",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lake Geneva, WI,+United States",1,US,269,299,"Lake Geneva, WI - United States",23,NULL,NULL,2013-05-20 12:44:28.527,1
1319,-,United States,Brownsville Tx. Ship Channel,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Brownsville Tx. Ship Channel,+United States",1,US,269,299,Brownsville Tx. Ship Channel - United States,23,NULL,NULL,2013-05-20 12:44:28.527,6
1322,-,Germany,Alpseek,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Alpseek,+Germany",1,DE,96,299,Alpseek - Germany,23,10.1789835,47.57270019,2013-05-20 12:44:28.527,27
1323,-,Sweden,"Osterfjarden, Osthammar",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Osterfjarden, Osthammar,+Sweden",1,SE,233,299,"Osterfjarden, Osthammar - Sweden",23,NULL,NULL,2013-05-20 12:44:28.527,2
1324,-,France,"Kergarvan, 29",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Kergarvan 29,+France",1,FR,114,299,"Kergarvan, 29 - France",23,NULL,NULL,2013-05-20 12:44:28.527,2
1325,-,Norway,"Rolfstangen, Lysaker, Oslo",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Rolfstangen, Lysaker, Oslo,+Norway",1,NO,203,299,"Rolfstangen, Lysaker, Oslo - Norway",23,10.64771576,59.88955747,2013-05-20 12:44:28.527,180
1326,-,Spain,Deniaki,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Deniaki,+Spain",1,ES,107,299,Deniaki - Spain,23,NULL,NULL,2013-05-20 12:44:28.527,1
1327,-,United States,"Sandy Hook, NJ",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Sandy Hook, NJ,+United States",1,US,269,299,"Sandy Hook, NJ - United States",23,-73.98747485,40.413819,2013-05-20 12:44:28.527,29
1328,-,France,"Lac de Madine, 54",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lac de Madine (54),+France",1,FR,114,299,"Lac de Madine, 54 - France",23,5.745212739,48.92624583,2013-05-20 12:44:28.527,18
1329,-,Sweden,"Varvik, Gavle",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Varvik, Gavle,+Sweden",1,SE,233,299,"Varvik, Gavle - Sweden",23,NULL,NULL,2013-05-20 12:44:28.527,3
1330,-,Netherlands,IJsselmeer - IJmeer,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=IJmeer,+Netherlands",1,NL,202,299,IJsselmeer - IJmeer - Netherlands,23,5.120309428,52.38434783,2013-05-20 12:44:28.527,4
1331,-,Netherlands,Dordrecht - Spaarbekken,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Dordrecht, Spaarbekken,+Netherlands",1,NL,202,299,Dordrecht - Spaarbekken - Netherlands,23,NULL,NULL,2013-05-20 12:44:28.527,6
1332,-,United States,"Haskins - SFB , CA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Haskins - SFB , CA,+United States",1,US,269,299,"Haskins - SFB , CA - United States",23,-122.383491,37.64360949,2013-05-20 12:44:28.527,50
1333,-,Germany,Sehlendorf,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Sehlendorf,+Germany",1,DE,96,299,Sehlendorf - Germany,23,NULL,NULL,2013-05-20 12:44:28.527,2
1335,-,United Kingdom,Brancaster,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Brancaster,+United Kingdom",1,UK,268,299,Brancaster - United Kingdom,23,0.65672235,52.97856345,2013-05-20 12:44:28.527,16
1336,-,United States,"Oak Island, NC",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Oak Island, NC,+United States",1,US,269,299,"Oak Island, NC - United States",23,NULL,NULL,2013-05-20 12:44:28.527,2
1337,-,New Zealand,Murrays Bay,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Murrays Bay,+New Zealand",1,NZ,208,299,Murrays Bay - New Zealand,23,NULL,NULL,2013-05-20 12:44:28.527,1
1338,-,Sweden,Lomma,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lomma,+Sweden",1,SE,233,299,Lomma - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,5
1340,-,Netherlands,"Milligerplas, Zwolle",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Milligerplas, Zwolle,+Netherlands",1,NL,202,299,"Milligerplas, Zwolle - Netherlands",23,NULL,NULL,2013-05-20 12:44:28.527,16
1341,-,France,"Le Clipon, 59",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Le Clipon 59,+France",1,FR,114,299,"Le Clipon, 59 - France",23,NULL,NULL,2013-05-20 12:44:28.527,9
1344,-,Germany,"Buesum, Ossengoot",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Buesum, Westerkoog,+Germany",1,DE,96,299,"Buesum, Ossengoot - Germany",23,8.816443961,54.09789405,2013-05-20 12:44:28.527,560
1345,-,United Kingdom,"Tenby, South Beach (Pembrokesh",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Tenby, South Beach (Pembrokesh,+United Kingdom",1,UK,268,299,"Tenby, South Beach (Pembrokesh - United Kingdom",23,-4.69825621,51.66386884,2013-05-20 12:44:28.527,17
1346,-,France,Gerardmer,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Gerardmer,+France",1,FR,114,299,Gerardmer - France,23,NULL,NULL,2013-05-20 12:44:28.527,1
1347,-,Greece,Karystos,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Karystos,+Greece",1,GR,126,299,Karystos - Greece,23,NULL,NULL,2013-05-20 12:44:28.527,1
1348,-,Sweden,Stensnas,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Stensnas,+Sweden",1,SE,233,299,Stensnas - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,2
1350,-,Ireland,"Downings, Donegal",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Downings, Donegal,+Ireland",1,IE,140,299,"Downings, Donegal - Ireland",23,-7.4814475,53.6690925,2013-05-20 12:44:28.527,4
1351,-,Sweden,Nykoping,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Nykoping,+Sweden",1,SE,233,299,Nykoping - Sweden,23,17.10576832,58.7400006,2013-05-20 12:44:28.527,18
1353,-,Greece,"Secret spot, Salamina",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Secret spot, Salamina,+Greece",1,GR,126,299,"Secret spot, Salamina - Greece",23,NULL,NULL,2013-05-20 12:44:28.527,2
1355,-,Spain,"Mar Menor, Isla del Sujeto",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Mar Menor, Isla del Sujeto,+Spain",1,ES,107,299,"Mar Menor, Isla del Sujeto - Spain",23,NULL,NULL,2013-05-20 12:44:28.527,18
1356,-,Spain,El Medano,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=El Medano,+Spain",1,ES,107,299,El Medano - Spain,23,-16.52462002,28.05036186,2013-05-20 12:44:28.527,356
1358,-,France,Algajola,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Algajola,+France",1,FR,114,299,Algajola - France,23,NULL,NULL,2013-05-20 12:44:28.527,1
1360,-,Netherlands,Molkwerum,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Molkwerum,+Netherlands",1,NL,202,299,Molkwerum - Netherlands,23,NULL,NULL,2013-05-20 12:44:28.527,17
1362,-,Sweden,Nord Koster,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Nord Koster,+Sweden",1,SE,233,299,Nord Koster - Sweden,23,11.00207139,58.9129101,2013-05-20 12:44:28.527,6
1363,-,Sweden,Varamobaden Motala,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Varamobaden Motala,+Sweden",1,SE,233,299,Varamobaden Motala - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,2
1364,-,Sweden,Gorvaln Stockholm,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Gorvaln Stockholm,+Sweden",1,SE,233,299,Gorvaln Stockholm - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,8
1365,-,Finland,"Vagviksfjarden, Vagviken",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Vagviksfjarden, Vagviken,+Finland",1,FI,109,299,"Vagviksfjarden, Vagviken - Finland",23,NULL,NULL,2013-05-20 12:44:28.527,11
1366,-,Netherlands,Langweerder Wielen (Joure),-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Langweerder Wielen (Joure),+Netherlands",1,NL,202,299,Langweerder Wielen (Joure) - Netherlands,23,5.740726441,52.96784379,2013-05-20 12:44:28.527,57
1368,-,Spain,"Arinaga, Gran Canaria",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Arinaga, Gran Canaria,+Spain",1,ES,107,299,"Arinaga, Gran Canaria - Spain",23,-15.40703798,27.84493373,2013-05-20 12:44:28.527,253
1370,-,Sweden,"Vikingstrand, Helsingborg",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Vikingstrand, Helsingborg,+Sweden",1,SE,233,299,"Vikingstrand, Helsingborg - Sweden",23,NULL,NULL,2013-05-20 12:44:28.527,1
1371,-,Germany,Epplesee,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Epplesee,+Germany",1,DE,96,299,Epplesee - Germany,23,8.32610985,48.96639027,2013-05-20 12:44:28.527,542
1373,-,Germany,Brombachsee,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Brombachsee,+Germany",1,DE,96,299,Brombachsee - Germany,23,10.91958832,49.1314664,2013-05-20 12:44:28.527,62
1374,-,Germany,"Vollerwiek, Nordseepriel",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Vollerwiek, Nordseepriel,+Germany",1,DE,96,299,"Vollerwiek, Nordseepriel - Germany",23,NULL,NULL,2013-05-20 12:44:28.527,160
1375,-,Netherlands,Lemster Brekken,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lemster Brekken,+Netherlands",1,NL,202,299,Lemster Brekken - Netherlands,23,NULL,NULL,2013-05-20 12:44:28.527,2
1376,-,Sweden,Askeron,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Askeron,+Sweden",1,SE,233,299,Askeron - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,20
1377,-,Sweden,"Vallerosund, Harmano",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Vallerosund, Harmano,+Sweden",1,SE,233,299,"Vallerosund, Harmano - Sweden",23,NULL,NULL,2013-05-20 12:44:28.527,2
1378,-,Netherlands,Koevordermeer,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Koevordermeer,+Netherlands",1,NL,202,299,Koevordermeer - Netherlands,23,NULL,NULL,2013-05-20 12:44:28.527,26
1381,-,France,Lac de serre Poncon,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lac de serre Poncon,+France",1,FR,114,299,Lac de serre Poncon - France,23,6.425838985,44.53506078,2013-05-20 12:44:28.527,584
1383,-,Australia,Altona - Cherry lake,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Altona - Cherry lake,+Australia",1,AU,53,299,Altona - Cherry lake - Australia,23,NULL,NULL,2013-05-20 12:44:28.527,4
1384,-,United Kingdom,Ferring - Worthing,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Ferring - Worthing,+United Kingdom",1,UK,268,299,Ferring - Worthing - United Kingdom,23,NULL,NULL,2013-05-20 12:44:28.527,2
1387,-,Croatia,Seget Vranjic,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Seget Vranjic,+Croatia",1,HR,135,299,Seget Vranjic - Croatia,23,NULL,NULL,2013-05-20 12:44:28.527,3
1389,-,Croatia,"Kalebova luka, Rogoznica",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Kalebova luka, Rogoznica,+Croatia",1,HR,135,299,"Kalebova luka, Rogoznica - Croatia",23,NULL,NULL,2013-05-20 12:44:28.527,1
1390,-,Denmark,Kikhavn,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Kikhavn,+Denmark",1,DK,98,299,Kikhavn - Denmark,23,NULL,NULL,2013-05-20 12:44:28.527,1
1391,-,France,Moissons Lavacourt,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Moissons Lavacourt,+France",1,FR,114,299,Moissons Lavacourt - France,23,NULL,NULL,2013-05-20 12:44:28.527,9
1394,-,Germany,Dranske,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Dranske,+Germany",1,DE,96,299,Dranske - Germany,23,NULL,NULL,2013-05-20 12:44:28.527,26
1395,-,Spain,Sant Pere Pescador,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Sant Pere Pescador,+Spain",1,ES,107,299,Sant Pere Pescador - Spain,23,3.197008857,43.02767995,2013-05-20 12:44:28.527,281
1396,-,United States,"Corpus Christie Bay, TX",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Corpus Christie Bay, TX,+United States",1,US,269,299,"Corpus Christie Bay, TX - United States",23,-97.3266647,27.59258715,2013-05-20 12:44:28.527,34
1397,-,Spain,"Fuerteventura, Matas Blancas",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Fuerteventura, Matas Blancas,+Spain",1,ES,107,299,"Fuerteventura, Matas Blancas - Spain",23,-14.20098759,28.17030887,2013-05-20 12:44:28.527,697
1402,-,Greece,Vasiliki,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Vasiliki,+Greece",1,GR,126,299,Vasiliki - Greece,23,20.59417409,38.62278992,2013-05-20 12:44:28.527,177
1403,-,Greece,Finikounda,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Finikounda,+Greece",1,GR,126,299,Finikounda - Greece,23,21.7591784,36.79012396,2013-05-20 12:44:28.527,23
1404,-,Netherlands,Veerse Meer - De Piet,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Veerse Meer - De Piet,+Netherlands",1,NL,202,299,Veerse Meer - De Piet - Netherlands,23,3.702583806,51.54192195,2013-05-20 12:44:28.527,23
1405,-,Netherlands,Grevelingenmeer - Hompelvoet,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Hompelvoet,+Netherlands",1,NL,202,299,Grevelingenmeer - Hompelvoet - Netherlands,23,3.941199427,51.78342902,2013-05-20 12:44:28.527,703
1406,-,Netherlands,Eiland van Maurik,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Eiland van Maurik,+Netherlands",1,NL,202,299,Eiland van Maurik - Netherlands,23,5.415440912,51.97060472,2013-05-20 12:44:28.527,21
1408,-,Netherlands,Veerse Meer - Geersdijk,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Veerse Meer - Geersdijk,+Netherlands",1,NL,202,299,Veerse Meer - Geersdijk - Netherlands,23,3.753344633,51.54950097,2013-05-20 12:44:28.527,34
1410,-,France,Plage Napoleon,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Plage Napoleon,+France",1,FR,114,299,Plage Napoleon - France,23,NULL,NULL,2013-05-20 12:44:28.527,6
1412,-,Netherlands,Enkhuizerdijk,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Enkhuizerdijk,+Netherlands",1,NL,202,299,Enkhuizerdijk - Netherlands,23,NULL,NULL,2013-05-20 12:44:28.527,2
1413,-,United States,"Santa Barbara, CA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Santa Barbara, CA,+United States",1,US,269,299,"Santa Barbara, CA - United States",23,NULL,NULL,2013-05-20 12:44:28.527,12
1414,-,Sweden,Sandhamn,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Sandhamn,+Sweden",1,SE,233,299,Sandhamn - Sweden,23,18.8644425,59.24121417,2013-05-20 12:44:28.527,5
1415,-,New Zealand,Tuapiro Pt,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Tuapiro Pt,+New Zealand",1,NZ,208,299,Tuapiro Pt - New Zealand,23,NULL,NULL,2013-05-20 12:44:28.527,1
1416,-,Croatia,Premantura,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Premantura,+Croatia",1,HR,135,299,Premantura - Croatia,23,13.90514361,44.77491647,2013-05-20 12:44:28.527,33
1417,-,Netherlands,Ketelhaven,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=ketelhaven,+Netherlands",1,NL,202,299,Ketelhaven - Netherlands,23,5.7769814,52.58212555,2013-05-20 12:44:28.527,1
1418,-,France,"Lac de Soustons, 40",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lac de Soustons 40,+France",1,FR,114,299,"Lac de Soustons, 40 - France",23,-1.314631582,43.77758345,2013-05-20 12:44:28.527,99
1419,-,France,Ouistreham,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Ouistreham,+France",1,FR,114,299,Ouistreham - France,23,-0.2759605,49.302037,2013-05-20 12:44:28.527,1
1423,-,France,"Le Seillou, 29",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=le seillou, 29,+France",1,FR,114,299,"Le Seillou, 29 - France",23,NULL,NULL,2013-05-20 12:44:28.527,12
1424,-,France,Le Steir,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Le steir,+France",1,FR,114,299,Le Steir - France,23,-4.151457,47.8424125,2013-05-20 12:44:28.527,7
1425,-,France,Belle Ile,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Belle Ile,+France",1,FR,114,299,Belle Ile - France,23,NULL,NULL,2013-05-20 12:44:28.527,20
1427,-,New Caledonia,Anse Vata,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Anse Vata,+New Caledonia",1,NC,197,299,Anse Vata - New Caledonia,23,166.4322354,-22.31274103,2013-05-20 12:44:28.527,32
1429,-,France,"Keraliou, 29",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=keraliou 29,+France",1,FR,114,299,"Keraliou, 29 - France",23,NULL,NULL,2013-05-20 12:44:28.527,41
1431,-,France,Miribel,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=miribel,+France",1,FR,114,299,Miribel - France,23,NULL,NULL,2013-05-20 12:44:28.527,1
1434,-,Denmark,Tisvilde,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Tisvilde,+Denmark",1,DK,98,299,Tisvilde - Denmark,23,12.05427715,56.05989225,2013-05-20 12:44:28.527,1
1437,-,Sweden,Rasta Ekero Malaren,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Rasta Ekero Malaren,+Sweden",1,SE,233,299,Rasta Ekero Malaren - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,2
1438,-,Finland,Lauttasaari,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lauttasaari,+Finland",1,FI,109,299,Lauttasaari - Finland,23,24.96609937,60.1553529,2013-05-20 12:44:28.527,16
1440,-,Netherlands,Langeraarse Plassen,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Langeraarse Plassen,+Netherlands",1,NL,202,299,Langeraarse Plassen - Netherlands,23,4.721776317,52.19329244,2013-05-20 12:44:28.527,210
1441,-,Argentina,Calafate -Round Bay- Patagonia,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Calafate -Round Bay- Patagonia,+Argentina",1,AR,50,299,Calafate -Round Bay- Patagonia - Argentina,23,NULL,NULL,2013-05-20 12:44:28.527,11
1442,-,Netherlands,Oosterland The Brace,-,Sea,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Oosterland &quot;The Brace&quot;,+Netherlands",1,NL,202,299,Oosterland The Brace - Netherlands,24,4.993831749,52.9414256,2013-05-20 12:44:28.527,834
1444,-,Croatia,"Korcula, Island Korcula",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Korcula,Island Korcula,+Croatia",1,HR,135,299,"Korcula, Island Korcula - Croatia",23,NULL,NULL,2013-05-20 12:44:28.527,3
1445,-,United States,Tampa Bay,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Tampa Bay,+United States",1,US,269,299,Tampa Bay - United States,23,NULL,NULL,2013-05-20 12:44:28.527,5
1447,-,France,Lac de Pareloup,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lac de Pareloup,+France",1,FR,114,299,Lac de Pareloup - France,23,2.769643531,44.19847838,2013-05-20 12:44:28.527,28
1448,-,New Zealand,Plimmerton,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Plimmerton,+New Zealand",1,NZ,208,299,Plimmerton - New Zealand,23,NULL,NULL,2013-05-20 12:44:28.527,10
1449,-,Switzerland,Sihlsee,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Sihlsee,+Switzerland",1,CH,81,299,Sihlsee - Switzerland,23,27.77449465,35.8865607,2013-05-20 12:44:28.527,15
1450,-,Sweden,Tronninge nas,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Tronninge nas,+Sweden",1,SE,233,299,Tronninge nas - Sweden,23,12.21019583,57.13421,2013-05-20 12:44:28.527,24
1451,-,United Kingdom,Rutland Water,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Rutland Water,+United Kingdom",1,UK,268,299,Rutland Water - United Kingdom,23,-0.626174862,52.65687293,2013-05-20 12:44:28.527,435
1453,-,Sweden,Dragkil,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Dragkil,+Sweden",1,SE,233,299,Dragkil - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,6
1455,-,Canada,"Rondeau Bay, Lake Erie, Ont",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Rondeau Bay, Lake Erie, Ont,+Canada",1,CA,76,299,"Rondeau Bay, Lake Erie, Ont - Canada",23,NULL,NULL,2013-05-20 12:44:28.527,4
1456,-,France,Saint-Suliac,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Saint-Suliac,+France",1,FR,114,299,Saint-Suliac - France,23,-1.982925,48.56269833,2013-05-20 12:44:28.527,2
1460,-,France,La Veille Nouvelle a Port la N,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=La veille nouvelle a Port la N,+France",1,FR,114,299,La Veille Nouvelle a Port la N - France,23,3.080497066,43.04536415,2013-05-20 12:44:28.527,67
1462,-,France,Port la Nouvelle Plage Sud,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Port la Nouvelle plage sud,+France",1,FR,114,299,Port la Nouvelle Plage Sud - France,23,NULL,NULL,2013-05-20 12:44:28.527,97
1465,-,Netherlands,IJsselmeer - Almeerderzand,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Almeerderzand,+Netherlands",1,NL,202,299,IJsselmeer - Almeerderzand - Netherlands,23,NULL,NULL,2013-05-20 12:44:28.527,20
1472,-,Croatia,Stobrec,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Stobrec,+Croatia",1,HR,135,299,Stobrec - Croatia,23,NULL,NULL,2013-05-20 12:44:28.527,3
